id,indexed_date,language,media_name,media_url,publish_date,title,url,candidate,party,state,gender
a79a38546555193d9339a61edf03d21af088ea486bb6dd0ce40669d4a89037d9,2024-12-04 08:31:20.565879+00:00,en,abc10.com,abc10.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.abc10.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
0b7cf95edb7a94b14535f9c65475082cc9bb195ef85665bda05b48657c089f9f,2024-12-04 07:19:17.286724+00:00,en,wusa9.com,wusa9.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.wusa9.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
ea0163ef9f9b47076be300e4f77868abdfa610ba3452ed096f6155e0f2d91056,2024-12-04 06:20:11.453561+00:00,en,kgw.com,kgw.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.kgw.com/article/news/politics/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
7ba631496ee448235c8a5ee5ce2b47d406361ce2b93fe6797cc6b91d920f5162,2024-12-04 06:18:58.993317+00:00,en,13newsnow.com,13newsnow.com,2024-03-12,Trump's defense pick Pete Hegseth faces deepening scrutiny in Senate,https://www.13newsnow.com/article/news/nation-world/hegseth-senate-scrutiny/507-569144a0-78b4-4090-8473-915904ae934b,Josh Hawley,R,MO,M
9952d5806b2749934b66019b48135685bce5cdcc47a2c945092446bfa4576791,2024-11-28 11:34:52.107083+00:00,en,catholicnewsagency.com,catholicnewsagency.com,2024-11-27,Judge upholds Missouri’s ban on transgender surgeries and drugs for minors,https://www.catholicnewsagency.com/news/260748/judge-upholds-missouri-s-ban-on-transgender-surgeries-and-drugs-for-minors,Josh Hawley,R,MO,M
3e7e7b365f632553e0d6feffdf2f48452a48e9790c5c9e183d4370eb883ee0a6,2024-11-28 10:33:28.557496+00:00,en,mintpressnews.com,mintpressnews.com,2024-11-27,TikTok isn’t anti-Israel: It’s Hired Unit 8200 Agents to Run its Affairs,https://www.mintpressnews.com/288710-tiktok-isnt-anti-israel-its-hired-unit-8200-agents-to-run-its-affairs/288710/,Josh Hawley,R,MO,M
3f5ef57e33fbf00f934b5eeda2e7728feba4fb6bf657abedd6b8df1c2f6ddb2e,2024-11-28 06:22:27.483779+00:00,en,ncregister.com,ncregister.com,2024-11-27,Judge Upholds Missouri’s Ban On Transgender Surgeries and Drugs for Minors,https://www.ncregister.com/cna/judge-upholds-missouri-s-ban-on-transgender-surgeries-and-drugs-for-minors,Josh Hawley,R,MO,M
729dcd5fcf482a827e83a74934e7aafbc8a0747e0810e1284fe0ae6555e18edc,2024-11-27 21:22:06.227618+00:00,en,israelagainstterror.blogspot.com,israelagainstterror.blogspot.com,2024-11-26,Middle East and Terrorism,http://israelagainstterror.blogspot.com/2024/11/taiwan-ukraines-survival-is-our.html,Josh Hawley,R,MO,M
fe1d2512425f3b7eb4be7c13107d74a724bff01a42df1e939d411b26ec372702,2024-11-27 20:36:30.021982+00:00,en,newstatesman.com,newstatesman.com,2024-11-27,American labour's realignment,https://www.newstatesman.com/comment/2024/11/american-labours-realignment,Josh Hawley,R,MO,M
a22cb97c7a8690e90b0f2e1a30b84b0131b4764249b3c2b42a92e6e31d5d4caf,2024-11-27 18:26:48.819767+00:00,en,mediaite.com,mediaite.com,2024-11-27,Dan Crenshaw Drops Rant On Congressional Stock Trading Ban,https://www.mediaite.com/politics/i-dont-have-any-fcking-money-dan-crenshaw-drops-wild-rant-when-asked-if-hed-vote-for-stock-trading-ban-for-congress/,Josh Hawley,R,MO,M
