date,count,total_count,ratio
2024-09-10,18,14900,0.0012080536912751677
2024-09-11,22,14395,0.001528308440430705
2024-09-12,12,14913,0.0008046670690002012
2024-09-13,3,13527,0.00022177866489243733
2024-09-14,1,7530,0.00013280212483399734
2024-09-15,5,8237,0.0006070171178827243
2024-09-16,34,13351,0.002546625720919781
2024-09-17,45,14293,0.003148394318897362
2024-09-18,15,14689,0.0010211723058070666
2024-09-19,9,14219,0.0006329559040720163
2024-09-20,16,13066,0.001224552273075157
2024-09-21,8,7496,0.0010672358591248667
2024-09-22,28,7789,0.0035948131980998842
2024-09-23,64,12963,0.004937128751060711
2024-09-24,17,14221,0.0011954152309964139
2024-09-25,25,14579,0.0017147952534467385
2024-09-26,23,14535,0.0015823873409012727
2024-09-27,7,13526,0.0005175218098477007
2024-09-28,6,7650,0.000784313725490196
2024-09-29,1,7933,0.00012605571662674902
2024-09-30,8,13843,0.0005779094126995594
2024-10-01,8,15011,0.0005329425088268603
2024-10-02,9,14569,0.0006177500171597227
2024-10-03,15,14031,0.0010690613641223007
2024-10-04,18,13039,0.001380473962727203
2024-10-05,7,7317,0.000956676233429001
2024-10-06,7,7701,0.0009089728606674458
2024-10-07,20,12812,0.0015610365282547611
2024-10-08,9,14582,0.0006171992867919353
2024-10-09,14,14592,0.0009594298245614035
2024-10-10,11,14546,0.0007562216416884367
2024-10-11,13,12860,0.001010886469673406
2024-10-12,3,7137,0.0004203446826397646
2024-10-13,10,7440,0.0013440860215053765
2024-10-14,8,12497,0.0006401536368728495
2024-10-15,12,14349,0.00083629521220991
2024-10-16,32,14601,0.002191630710225327
2024-10-17,15,14742,0.0010175010175010174
2024-10-18,36,13535,0.0026597709641669747
2024-10-19,13,7525,0.0017275747508305648
2024-10-20,34,7909,0.004298899987356176
2024-10-21,49,13514,0.0036258694686991267
2024-10-22,25,14636,0.0017081169718502322
2024-10-23,45,15038,0.0029924192046814737
2024-10-24,13,14632,0.0008884636413340623
2024-10-25,22,13998,0.0015716530932990426
2024-10-26,7,7854,0.00089126559714795
2024-10-27,7,7795,0.0008980115458627325
2024-10-28,31,13280,0.0023343373493975904
2024-10-29,32,13934,0.002296540835366729
2024-10-30,44,14780,0.002976995940460081
2024-10-31,59,14511,0.00406588105575081
2024-11-01,47,13845,0.0033947273383893102
2024-11-02,12,8378,0.0014323227500596801
2024-11-03,46,7941,0.0057927213197330315
2024-11-04,57,14317,0.003981280994621778
2024-11-05,51,16921,0.003014006264405177
2024-11-06,66,16983,0.0038862391803568272
2024-11-07,18,15579,0.0011554015020219526
2024-11-08,8,14707,0.0005439586591419052
2024-11-09,18,8215,0.0021911138161898967
2024-11-10,37,8362,0.004424778761061947
2024-11-11,89,13032,0.006829343155310006
2024-11-12,26,15297,0.0016996796757534156
2024-11-13,21,15814,0.001327937270772733
2024-11-14,25,15943,0.0015680863074703632
2024-11-15,13,14261,0.0009115770282588879
